id,wildfire_ha
069005,790.0
069006,0.0
069007,0.0
069008,0.0
069009,0.0
069010,0.0
069011,850.0
069012,0.0
069013,0.0
069014,0.0
069015,0.0
069016,0.0
069017,0.0
069018,0.0
069019,0.0
069020,709.0
069021,0.0
069022,0.0
069023,0.0
069024,0.0
069025,0.0
069026,0.0
069027,0.0
069028,0.0
069029,53.0
069030,0.0
069031,0.0
069032,0.0
069033,0.0
069034,0.0
069035,0.0
069036,0.0
069037,0.0
069038,0.0
069039,0.0
069040,0.0
069041,0.0
069042,0.0
069043,0.0
069044,28.0
069045,0.0
069046,0.0
069047,0.0
069048,0.0
069049,0.0
069050,0.0
069051,750.0
069052,0.0
069053,0.0
069054,0.0
069055,48.0
069056,4.0
069057,0.0
069058,86.0
069059,4.0
069060,0.0
069061,0.0
069062,36.0
069063,0.0
069064,0.0
069065,0.0
069066,266.0
069067,0.0
069068,0.0
069069,0.0
069070,358.0
069071,0.0
069072,0.0
069073,0.0
069074,65.0
069075,0.0
069076,0.0
069077,0.0
069078,0.0
069079,0.0
069080,0.0
069081,0.0
069082,0.0
069083,0.0
069084,0.0
069085,0.0
069086,0.0
069087,0.0
069088,713.0
069089,0.0
069090,0.0
069091,0.0
069092,750.0
069093,0.0
069094,0.0
069095,0.0
069096,0.0
069097,56.0
069098,0.0
069099,0.0
069100,0.0
069101,0.0
069102,0.0
069103,0.0
069104,0.0
100001,2.0
100002,0.0
100003,0.0
100004,0.0
100005,4.0
100006,10.0
100007,0.0
